1-gram,*/*
WAL,464440380
ULE,464378089
FLO,463813489
ASH,463302491
BSE,463082419
BOD,462224029
HIT,461820812
DUA,461735226
RID,460843781
LTI,458767006
IGU,458187009
TAC,456894504
NIO,456796159
RNM,455872047
TYP,454150344
AGR,453981980
ETS,453820281
CRA,451802207
COV,451376925
INN,451163417
IEL,451086003
UIL,450594824
OTA,447404740
BUS,447297185
CID,446927214
MPR,445517720
UMA,443921884
IMS,443262284
APH,440006034
NON,439384745
BED,438660881
NIA,438644406
DOE,438196437
NNI,437479681
ETY,437267283
NTU,436632266
HET,435934061
ASU,435788438
KET,435577304
IBU,434327234
RPO,433622989
ALA,433607274
GOD,433391376
XTE,432168167
IRI,432117797
HUR,431219434
EOR,430130562
OBS,428337956
RTU,428054327
APA,426969299
NGT,425628035
OAD,424668969
CEI,424619538
CUT,423838632
RIP,423718650
PET,423503007
NIV,421696750
EVA,421021857
ARO,420711049
AUG,420380181
GUR,420321962
PHE,420253872
HRI,419918784
RAS,417731974
EGR,417610890
OLV,417324769
LUM,417288443
PME,416666694
GUE,416659675
PLY,416438050
GLA,416133689
BLA,415584529
NIF,414875698
ERL,412339257
SIA,412113210
BIN,411758942
EIT,411321847
SUA,410151862
WEN,409684713
LOY,409021763
OGE,408902317
HIE,406947564
ODY,405905497
SAR,405723043
EEK,405308236
HIR,404009130
LDE,403514580
SCU,402905888
BAL,402550449
OGY,402358741
DEE,402068410
DLE,401335194
REI,401247424
UBS,400594752
FAT,399638989
GUI,398119819
HOP,397704024
ROF,396697770
BEN,395981485
NGI,395552905
EFU,395242650
IPL,394886604
ADY,394365192
WES,394288907
OPI,394069109
TOP,393846793
NFL,393257454
IEF,392600321
OPO,390416579
OTT,389632128
FUR,388818324
YPE,388643374
XCE,388278983
GUA,387449005
RRA,387052729
PHO,385803861
ADM,385781613
PHA,385148149
UFF,385031519
VEM,385026394
RIL,384646945
EDG,384410968
API,384145301
LOV,383932129
ALY,383746110
DLY,383625855
EUR,383427200
LOU,382812406
EAM,382566587
ITO,382559322
ISA,382538915
EIV,382092120
WEA,380802933
XPL,379955084
KES,379487762
LIB,379482356
ETR,379071696
ALM,378668968
OLA,377713012
SCE,377452861
MMA,377163788
CHU,377097562
IMM,375851458
DMI,375343715
FLU,374860556
ISP,374686361
VIR,373967191
ALK,373963607
GGE,373954137
IFT,373553683
EGE,373252036
BLO,373025429
AIT,371356923
NEY,371136413
LDI,371006584
SUE,370988417
OWL,369656751
URP,368459192
POT,368353412
ELP,367148003
BEH,366991037
URY,366847738
LTU,365484469
FLE,365357220
NAG,364748771
SWE,364367455
RVA,364236067
AVA,364235861
HON,363836127
HOD,362902452
DRI,362862703
COS,360314122
HEO,359780053
OOM,359663502
IRC,359509837
EXE,358959335
UGG,358718875
CTR,358161894
NVI,357631325
XIS,357525633
POP,357210924
OPH,356600789
ODI,356560386
IDU,355935495
AYE,355928894
ELV,355181363
SUS,354962390
SIL,354944731
ODS,354672257
OON,354160801
FEA,353244737
ESO,353010991
EVO,352827723
UNE,352245030
LDR,351896647
LTE,351862627
FIT,351814306
AVO,351031951
EES,350774036
ONN,350426547
UCC,349418297
HAM,347449879
TOL,347077752
DDE,346168146
AMA,346009526
BAT,345956036
FES,345906667
LWA,343420004
FEW,343232008
FEL,342865508
TTA,342495488
IRT,342040021
UCA,341324386
OOT,341233922
SEP,340602145
OPM,339936701
IUM,339091579
OWA,338671620
NIE,338648482
RUL,338264290
ECR,337163800
UIS,336930138
NEN,336661843
BUI,336162523
OBA,335542032
ERP,334470442
IOD,334450763
EFT,334152299
MAC,333454662
LOT,333361127
PAL,333187795
IOL,332620874
EER,332310293
SLY,331906808
ABS,331401871
RAV,330927340
YED,330433170
CIR,329296529
OUB,329157076
GUL,328851547
UBJ,328560179
YOR,328388222
IGA,328327871
ETU,328058396
YER,327979621
CIL,327875611
DUS,327612780
LEF,327333136
EYE,325614608
DDI,325302622
SIR,324882332
USL,324294218
HUN,324209642
NUE,324125778
HTE,324027724
CIF,323469753
AGI,322624541
HYS,322520808
FOO,322355794
RLI,322035202
DOU,321531621
BST,321136615
PIE,320762617
RAW,320162540
OBJ,319748007
ISL,319466237
APS,319348661
CKS,319297278
CUM,318105906
CHN,317663907
MID,317077286
IDI,316779025
TEX,316401885
TOG,316055072
FAL,315863452
OSP,315734901
BAB,315104155
YTH,315021900
JOH,314841337
EWS,314572664
GLI,314478723
GEO,314457027
NTY,313628993
ACR,313132573
TEG,313052109
IQU,312966334
GNE,312900889
NIG,312748146
RUN,312727884
RRY,312299759
URO,310259788
YES,310246674
ORP,310011696
DRO,309707081
RAY,309314165
OHN,308414190
HOT,307566169
YET,306627877
GAL,306121286
ADO,305719580
CIO,305234892
JUD,304323288
GOT,304184004
OBE,303638523
TUN,303573078
IPA,303389163
RKS,303353340
SEM,302926643
OMB,302502012
HTS,302381055
COP,301389919
NFE,301299116
DOC,300501873
PAP,300355706
LIO,300305822
ANU,300266687
AIM,299848719
ELT,298834190
OIL,298525984
RCU,298310179
THS,297741137
EDS,297710732
OPU,297563488
FEN,296685633
IDA,296536031
NDR,296530828
IRO,296372075
AMB,296313453
TIR,296220827
IAM,295470709
AIS,295467156
ALW,294866898
NEL,294154094
URG,293935372
KNE,293842643
EGU,293664646
DAM,293655716
ATC,293503144
FLA,293295813
NIM,291875057
SKI,291802520
NEX,291766720
OYE,291627946
GEM,291219093
SEQ,291013038
ILS,290407803
VOI,289024513
NFI,288914638
RSH,288177517
REW,286640888
OTO,285656290
LLU,285180158
IRA,285119975
ATR,284497156
USA,284116981
ICL,283224308
BON,283155596
USU,282988087
XPR,282876921
TOT,281908674
MAJ,281861558
IRM,281819364
INO,281647758
OLS,281498408
SUG,281333604
PES,281317960
UDY,280447225
GRI,279238531
UED,279157324
HAI,279026046
RPR,278848913
IAB,278814199
LAM,278473862
SKE,278298183
NAB,277988668
MBI,277916471
ADA,277392041
WLE,277107331
GIS,277073624
GHE,276941336
IRD,276856450
LAD,276707802
SMI,275340157
SUF,275144774
LEY,274452170
RCI,274034784
KEE,273823702
LEX,272644138
GTH,272584989
MEL,272417509
AMS,272102972
RGI,271909543
LYS,271820969
SPR,271773840
BOA,270874238
UTS,270271168
LTS,269906353
ALF,269625068
PAY,269497074
OIC,269465117
UMP,269053210
RUE,268886539
TAS,268853549
IPT,268619688
ARB,268278618
LMO,267966009
NVO,267466685
YON,267090402
JOR,267051005
RFO,265997364
OPT,264633388
YME,263778278
UDG,262714044
XTR,262526653
IMU,262215981
BOV,262079202
HEE,261517106
DVA,261439554
ILT,260083596
UTT,259906065
IGE,259730009
NSP,259702253
OCU,259455313
NSO,259205967
NEG,259130200
UPE,258202729
AGO,257903618
LSE,255263911
OAC,254183465
EHA,253831494
DUL,253349395
URV,253114122
RUM,251119174
KIL,250828791
UNS,250781153
OMO,250717471
TIG,250621789
SLI,250507265
AJO,250450217
WID,250058936
OCT,250032446
EPL,249976840
IPS,249478149
UNA,249172926
ECK,249153611
CTL,248701181
LID,248592892
NSH,248523959
VAI,248486334
COO,247991051
SAG,247527982
COA,247089829
MBL,246563214
THY,246127929
SYM,245491409
RIF,245251090
EPI,245034149
GOI,245020138
MEE,244755941
NUA,243323725
LAU,242869128
ROR,242082109
CEE,240870168
RIZ,240701995
UID,240540637
GLY,240506103
ERH,239718268
TSE,239259543
NGR,238352607
NDL,238015039
AUL,237942434
EAU,237756705
OAR,236594295
FUS,236582108
TOU,236411751
CEM,236403074
ENN,236374589
AMM,235943112
OGN,235915305
IAR,235793601
MPU,233523851
WHY,231951639
GNA,231573521
CTA,231474077
UTU,230872652
NOV,229263808
SIX,227987821
ALR,227912548
USH,227018420
IAG,226671636
WOO,226555411
COG,226518248
IBR,226293394
PAG,225488947
RFA,225245074
TEP,224894769
NSC,224694157
RHA,224448997
GON,224227116
ILO,223973055
AGN,223959464
PEE,223735225
POO,223452434
ZIN,223391097
LEE,223386412
BOL,223344192
ALC,223227040
NOL,223041204
KEL,222487078
RMO,222438310
UMM,222403774
ADS,222204795
RKI,221890667
PSY,221807012
HNI,221681657
SIZ,220965831
UCK,220771001
RNS,220697492
GLO,220511376
LAG,220049261
PPI,219758207
TTO,219499208
OID,219057289
EGO,219030815
TOC,219020927
ECL,218752273
PEL,218389400
SAC,217804860
ACY,217585630
LIP,217497971
IDD,217050585
OAT,216980715
UAG,216883280
FFO,216651890
EFL,216175389
UPS,216075703
FIV,215637865
ATS,215430062
CRU,215238306
ATM,214998184
TAX,214976942
NUT,214919705
FLI,214712390
SUN,214463695
ENV,214288694
IFY,214254482
OXI,214230921
ASP,213311433
NEI,213232532
GOR,212191987
UTO,211928224
ICY,211731021
NKI,210594190
YCH,210416399
TNE,209970555
PIL,209301425
STL,208834954
IPP,208305636
JOI,208196666
JOU,208028694
IRL,207952614
FAS,207785208
OFE,207695313
SYC,206980672
SLE,206956741
POU,206933306
NSW,206150962
ONY,206116787
OKS,205663695
MOM,205447495
SLO,205334708
LOA,205324500
STY,205011932
UBT,204158911
ORO,203975700
ENU,203862133
OLY,203802715
NKS,203397536
OIS,202905386
SPL,202500916
RGU,202418928
EBR,202392419
BUL,202192100
RER,201985540
DUE,201865503
RUT,201632866
OPS,201162256
ADU,201154199
NSA,200916869
APO,200614556
POE,200351420
RBA,200215659
MPH,199569864
RUG,199466215
JUN,199292092
LRE,198939074
SUI,198797039
OSO,198436340
INL,197950715
UIN,196882466
FED,196296281
RSA,196083929
RLE,195994633
NSF,195857161
DEG,195471801
OBT,195223525
FIS,195172966
DIO,194981811
LDS,194690576
WRO,194056166
SQU,193045210
RFE,192854586
RWA,192804732
GEL,192775619
BTA,192211813
RTM,191745251
ERW,191683094
SOO,191666600
HME,191439726
CUP,191418091
UAN,189933012
GME,189554915
HAB,189043031
URF,188501410
ITL,188167868
SOP,188110576
TUS,187303318
OOP,186961873
BIO,186933806
SEX,186163763
AYI,186150448
VOR,186064274
NGA,185992573
ROJ,185882026
CAD,185844721
ROY,185527461
NEM,184871233
AFR,184300140
NEU,184096900
LTY,183850932
WEI,183780432
IDS,183078353
OJE,182481089
ONM,182350292
DOR,182293942
DDL,182191959
EPH,182004887
WAI,181833564
RGY,181580716
OMS,181520600
ULI,181169095
CIV,180897692
MBR,180734600
URB,180328399
SAW,179886790
CCA,179128732
BIR,178516273
AUD,178452209
COT,178365005
EOU,178297266
ABE,177242287
RYI,177011612
EON,176773220
XIM,176641915
UNL,176507678
HLY,176417896
IRR,175862292
ESH,175440721
OTS,175243179
SAV,175165659
DOO,175149222
LUN,175112825
FUT,174913823
PTA,174780411
NNO,174453154
EWI,173880173
OVA,173659413
EWE,173403130
VOT,173146515
XPO,172901108
WNE,172781918
EPU,172206097
ODA,171789113
ASC,171410434
BRU,170785660
RAF,170705735
NEF,170605479
MPI,170347931
OKI,170193998
UNN,169998986
PID,169937867
OCR,169886618
YMP,169632427
ERB,169533252
DOL,169446922
KEY,169254436
DEB,168973375
OBI,168589803
BOY,168541856
MOL,168384549
STM,167450843
FAV,167201465
NQU,166885227
EHI,166277546
AXI,166218377
FAN,165772013
IDG,164786088
NOS,163901295
EOL,163850046
OPR,163638050
VIA,163506579
CKI,163090370
BSO,162960428
AGG,162728168
DIM,162656034
NNA,162538900
ITC,162352860
JUR,162309199
ENL,162185413
INH,162097523
MIR,161922621
UCI,161326241
TTR,161218322
REB,161205137
GNO,160267420
LTA,160040612
DIG,160011830
VOU,159914646
RUI,159392435
GOL,159314197
WTH,159271498
GAV,159022540
UTA,158813599
ISF,158811837
ISK,158669386
III,158650548
UDD,158629626
LAV,157611715
LUA,157387911
CAB,156584684
VAS,156579077
NIQ,156065873
RNO,155943044
MYS,155686158
ICO,155644702
DUT,155613193
SPH,155111947
UMS,155106997
REH,155070536
OYA,154436638
OWT,154425351
BEY,153734039
CQU,153229589
XER,153190074
EDO,153068077
NAD,152899597
REO,152576393
HIB,152363602
OAL,152336936
PTU,151600142
BIG,151544022
TUM,151353209
YLE,151321035
RUP,151305216
PPA,150994706
GIR,150936468
OOS,150786834
XED,150695750
GUS,150641497
ACQ,150613366
GHL,150597544
USC,150517981
ACA,150246666
WON,150030135
UIC,149971363
SYN,149965515
TIP,149955131
GAS,149478860
CEA,148914543
LUC,148742639
OMY,148509528
AGU,148176131
CKL,148081313
URD,147896067
SIE,147683608
RBI,147374418
ULY,147335284
JAM,147064867
MBO,146910188
GTO,146903668
AFE,146804850
UEL,146269447
AWS,146030652
TAM,145946549
RSU,145907301
SHM,145402582
OFI,145207710
DNE,145142169
JOY,144962079
WIF,144633868
DRU,144498006
NUS,144439102
ENR,143680445
MOO,143438420
ZEN,143365869
ETO,143335051
SME,142930689
UPT,142549267
RBO,142161483
NHA,141637405
UTY,141392915
OET,141380132
RFU,140942694
PTO,140783756
NKE,140685786
JES,140646028
TOD,140601201
VIV,140474690
ACU,139734017
JAC,139131071
EHO,139083330
GAM,139041705
PLU,138934051
DAL,138928124
NJU,138707706
YAL,138310163
AIG,138260022
EAG,137789200
ULS,137446482
MEW,137189263
DIL,137056894
ROK,136875443
LUR,136784976
FIF,136748737
NLI,136720353
ASA,136571919
JAN,136440143
JOB,136428114
FEM,136317679
NEO,135949487
IEC,135610847
VEY,135446584
SAF,135120617
SWI,134678194
IXE,134614571
UGU,134487562
MEC,134447308
PTS,134157253
YSE,134075581
TSI,133684249
HEC,133662703
EEC,133642475
EUT,133491217
BID,133406191
MOC,133264489
JEW,133178396
HNO,133127248
EDL,133066032
LYI,132861282
JAP,132629169
EWA,132331525
PAU,132028562
NAC,131815605
MBA,131638338
IFO,131585709
ABA,131347926
NAS,131344250
ORW,131296397
ADJ,131256909
GAG,131165069
UPI,131108654
BAD,130438049
TYL,130053117
XEC,129886158
COD,129678300
NFA,129580755
HYP,129557712
ITR,129380047
NYT,129197478
TIZ,129112465
EWH,129086117
ZON,128844185
UOU,128235153
OUC,128184243
RMY,128121426
ALD,128083255
JUL,127966538
INJ,127698630
IXT,127674482
SMO,127517820
BLU,127344876
IUS,127133440
SOF,127128285
ASY,127102524
MST,126963023
ARV,126924832
DDR,126785940
EYO,126628725
FIX,126374679
AZI,126224896
GHO,126011497
NLE,125911588
MUR,125870418
EHE,125839373
MUM,125777399
IMO,125637163
MAX,125090353
UMI,125008768
DVE,124882983
OCH,123925374
ERD,123886065
XIC,123809306
DAV,123265598
AWN,123068826
ARP,123009950
QUO,122702648
RDA,122324108
IAS,121597261
BIA,121526678
IGR,121426450
HOI,121242964
GIT,121145046
TAY,121143745
SOV,121012228
UTR,121004904
OSA,120990432
RTO,120916876
DAI,120758366
ORB,120709356
EAP,120274312
DOP,120165874
TEI,120165251
RPE,119715751
OUD,119476697
UNK,119452197
ABU,119383614
DOI,119194733
GIE,119002461
BIS,118953450
SFU,118888087
WAV,118768358
TOB,118609915
FID,117926906
TWI,117844850
AEL,117775493
ROX,117555451
DIU,117387741
TIB,116560291
ABR,116182216
ILM,115711536
EXH,115651467
HYD,115507487
LCU,115422545
SNE,115225612
GUM,114965747
GUN,114963720
MIX,114729532
UNF,114661050
HIA,114525193
ETC,114132680
KLY,114000641
EXU,113797895
IZI,113682052
TEV,113556951
USP,113483926
NNU,113409496
SAD,113401912
FOC,113281160
RLA,113215428
RTL,113128032
FFA,113097618
KEP,112959071
UBE,112624643
NFU,112526017
OAS,112523674
XCL,112435288
RYT,111938520
TAP,111672454
EPS,111635602
XPA,111546480
PIS,110802264
ENJ,110650547
EKS,109725470
LOB,109630655
OPY,109588325
NUR,109456666
HIO,109404633
PUN,109236039
OYM,108867948
LVI,108717854
WAG,108111365
ILU,107976988
MUT,107881719
SSF,107827016
LPH,107722203
VOC,107673203
NSL,107577599
UTL,107272366
DVI,107136334
UER,106901475
SCL,106771853
REJ,106551825
IPE,106488468
SFE,106295742
NOB,106061388
LCO,106023699
IMB,105869244
TUB,105770446
AUN,105657484
UPL,105610981
CKN,105546049
CRY,105499639
NAV,105438472
FET,105407237
YDR,105405224
APR,105366492
EBE,105329480
UTC,105207085
TUE,105027029
YCL,105011705
ABB,104819766
ATL,104542883
FLY,104393779
BUN,104314884
NUF,104267450
CYC,104108873
BOX,103893072
EGY,103704137
AVY,103619079
XCH,103270204
PUS,103226359
IFU,103225246
OYS,103062515
MPS,102766934
UFA,102662815
OSC,102576123
XES,102405115
SUD,101963631
RIU,101787334
OLT,101625977
EMY,101562290
UGE,101183478
ICR,101150825
LAP,101047653
ISR,100782648
GGL,100655611
DWA,100123356
ALV,100119729
GOA,100073697
XAC,99755462
NJO,99570072
SAB,99533176
BUD,99522398
RWI,99513268
LKE,99460054
RDL,99081243
LTO,98916081
OAN,98883699
IOT,98831848
LAK,98537260
EBA,98372249
NVA,98183062
SOI,98179492
PSE,97985592
UPR,97958331
SEF,97925573
SAP,97884788
UMN,97838638
RMU,97781637
POK,97763212
TAF,97643320
TLA,97576490
ROI,97372833
OPA,97279673
YNA,97053196
XUA,96797952
EUM,96796065
GIA,96729430
RCO,96496457
BBE,96297383
LOM,96071691
SBA,96069548
LNE,95981175
NUC,95862877
ERU,95811901
UCL,95775722
RBE,95759552
BOS,95267969
ACO,95217021
OOF,95182650
WIC,95164593
YPI,95072856
RGO,94967700
FRU,94844103
DAU,94675250
AYM,94493747
UMO,94256747
OBV,94231897
ZER,93870205
NOC,93636568
SFO,93408923
SIF,93352446
BVI,93198288
LKI,93184520
MIE,92974019
HBO,92888794
ASM,92606256
TLI,92521473
RIK,92469767
VEA,92389243
HTL,92133099
RUD,91953108
AUR,91815582
IDL,91800381
ODO,91692104
NAP,91544836
GHB,91403380
NRY,91164866
NOI,90971497
NUI,90805098
BOW,90769205
SHR,90661533
LEL,90636023
TWA,90427307
CHM,90309564
LEO,90007931
KLE,89760193
LEI,89703725
REY,89524576
ISU,89476147
HRA,89415382
PAB,89291662
HAU,89170049
CAV,89126385
USB,88807582
PHR,88686339
DRY,88654268
DGM,88622466
WNS,88107751
DJU,87668527
GNS,87601347
SSM,87350582
OWD,87174970
YPO,86847223
OCO,86811546
DOG,86757547
UOT,86724125
COH,86577483
TTY,86512071
LUB,86319564
BIB,86079240
ODD,85963452
LIQ,85823080
ULF,85692479
IOG,85684446
YMB,85560985
UGA,85266156
UIP,84692048
TAU,84690299
YRI,84242116
YEE,84227936
RTN,84188453
SWA,83890731
NCA,83676498
BUY,83505493
ADL,83299991
RTR,83280275
ILK,83278866
MEO,82853973
HID,82673397
VII,81884741
ISD,81703945
RAH,81671337
SKS,81617329
VAG,81571157
DYN,81437194
HAE,81436110
GOE,81371188
YAN,81307774
UEE,81228540
NAI,81088151
JOS,81075633
EYS,80777294
CCI,80507481
RYO,80399833
GAZ,80328477
MAP,80236328
PPY,80039704
ALB,80001600
OMF,79983130
COI,79810126
WLY,79716244
MFO,79682682
EDA,79640752
XCI,79598184
THW,79594897
EGG,79475922
DEX,79457167
FAU,79456509
THL,79402775
AZE,79169877
RCL,79027755
MOB,78947685
RAE,78903302
VAC,78859422
RUB,78843234
IPI,78782885
LEP,78525702
YEL,78450660
ACL,78178016
SFA,77725048
DEO,77648809
ITN,77129642
LME,77125197
IPM,77081612
NFR,76940474
UTP,76924664
RLO,76915076
MEX,76904408
RAU,76824270
TFU,76742710
INQ,76610100
EIS,76531522
EAB,76515710
OSU,76454630
YAR,76398219
DEQ,76175772
ZES,76113740
THM,76104441
SAS,75999186
DOS,75911242
LVA,75537677
RHO,75271917
TMO,75164174
UIE,75023241
SPU,74967202
MIA,74961745
HOC,74815130
UPA,74623422
EBT,74572074
EAF,74531254
NSM,74511277
SEI,74454958
UKE,74247713
COC,74177673
USN,74175758
HIF,74138190
NHE,74128262
ULO,73854046
NNY,73838960
DAP,73829399
STH,73640451
GIL,73613073
AXE,73566848
RRU,73371753
OUI,73258641
NDM,73256579
ADR,73250853
FYI,73144789
RUA,73137702
AUC,73025940
KIS,73007797
NOD,72993911
EDY,72884337
JER,72808358
UBM,72487397
SEW,72382963
IVO,72242666
YIE,72141012
LEB,72130660
TOS,72035259
EWO,71894385
OGU,71888808
WEB,71693166
EDD,71658503
HLE,71598222
HWA,71579071
IZO,71494572
ULU,71422243
SEU,71263363
SMS,71231480
HAK,71224914
AMU,71212634
COW,70881672
GGR,70876259
TID,70793531
UBB,70775459
HOE,70715428
IGG,70460606
ENH,70383399
HUG,70366504
OEM,70324538
FEB,70082519
RLS,70081893
